Biomename,Udvardy ,Perimeter,Provname,Biome,Realm,Realmprov,Udvardy,Area,Province,latitude,longitude
Sub-tropical / Temperate rain forests / Woodlands,1905.0,1.1,Chilean Nothofagus,02,8.0,811,1547.0,0.037,11,-50.7753257751465,-74.8132629394531
Mixed island systems,1055.0,0.795,Lesser Antillean,13,8.0,841,1854.0,0.037,41,13.1940340995789,-59.5441474914551
Temperate broad-leaf forests,644.0,1.644,Kamchatkan,05,2.0,207,654.0,0.038,07,51.4976749420166,179.029609680176
Tropical humid forests,1029.0,1.002,Burman Rainforest,01,4.0,404,880.0,0.038,04,16.0325307846069,94.5262756347656
Mixed island systems,906.0,2.292,Bahamas-Bermudean,13,8.0,838,710.0,0.038,38,23.2616662979126,-75.0796279907227
Tropical humid forests,1343.0,0.822,Madeiran,01,8.0,806,1100.0,0.038,06,-1.52712851762772,-52.0788955688477
Mixed island systems,1294.0,0.993,Sumatra,13,4.0,421,1925.0,0.038,21,-0.419583484530449,98.3935928344727
Mixed island systems,1681.0,1.36,East Melanesian,13,5.0,507,1411.0,0.038,07,-19.0454244613647,178.22550201416
Temperate needle-leaf forests / Woodlands,365.0,1.202,West Eurasian Taiga,03,2.0,203,208.0,0.038,03,63.7335338592529,8.54812622070312
Mixed island systems,1547.0,1.085,Papuan,13,5.0,501,1390.0,0.038,01,-9.56430768966675,161.468002319336
Mixed island systems,916.0,1.543,Bahamas-Bermudean,13,8.0,838,718.0,0.038,38,22.4930562973022,-74.0046272277832
Temperate needle-leaf forests / Woodlands,628.0,0.96,Canadian Taiga,03,1.0,104,466.0,0.038,04,52.0012130737305,-79.4518928527832
Mixed island systems,1437.0,0.758,Papuan,13,5.0,501,1246.0,0.039,01,-5.32222414016724,147.124000549316
Tropical humid forests,1262.0,0.832,Malayan Rainforest,01,4.0,407,956.0,0.039,07,1.34241855144501,103.822986602783
Tropical dry forests / Woodlands,969.0,0.903,Yucatecan,04,8.0,815,733.0,0.039,15,20.4076309204102,-86.8831024169922
Sub-tropical / Temperate rain forests / Woodlands,1830.0,0.996,Valdivian Forest,02,8.0,810,1479.0,0.039,10,-44.9456539154053,-74.1376953125
Mixed island systems,1566.0,1.049,Papuan,13,5.0,501,1398.0,0.039,01,-10.7726397514343,165.971649169922
Sub-tropical / Temperate rain forests / Woodlands,1935.0,1.105,Chilean Nothofagus,02,8.0,811,1576.0,0.039,11,-52.0724964141846,-73.8968162536621
Sub-tropical / Temperate rain forests / Woodlands,774.0,1.092,Japanese Evergreen Forest,02,2.0,202,622.0,0.039,02,34.863790512085,128.616172790527
Evergreen Sclerophyllous forests,754.0,1.025,Mediterranean Sclerophyll,06,2.0,217,581.0,0.039,17,37.785213470459,20.8090476989746
Temperate broad-leaf forests,557.0,1.062,Middle European Forest,05,2.0,211,539.0,0.039,11,54.9349098205566,9.60837507247925
Sub-tropical / Temperate rain forests / Woodlands,611.0,1.023,Sitkan,02,1.0,101,435.0,0.04,01,52.5775051116943,-128.374656677246
Mixed island systems,1094.0,0.804,Philippines,13,4.0,426,997.0,0.04,26,11.5908908843994,124.478942871094
Tundra communities,292.0,0.898,Arctic Desert and Icecap,09,1.0,117,1705.0,0.04,17,69.3359260559082,-90.3301277160645
Tundra communities,57.0,1.268,Arctic Desert,09,2.0,225,157.0,0.04,25,80.3028106689453,18.4425029754639
Tundra communities,15.0,1.979,Arctic Desert and Icecap,09,1.0,117,109.0,0.04,17,81.6737785339355,-20.5623798370361
Mixed island systems,1072.0,0.791,Philippines,13,4.0,426,993.0,0.04,26,12.3798975944519,122.570335388184
Sub-tropical / Temperate rain forests / Woodlands,1886.0,1.057,Chilean Nothofagus,02,8.0,811,1531.0,0.04,11,-49.1273937225342,-75.4548835754395
Tundra communities,98.0,1.726,Arctic Desert,09,2.0,225,312.0,0.04,25,78.2614059448242,106.371395111084
Tundra communities,175.0,1.568,Higharctic Tundra,09,2.0,226,283.0,0.04,26,74.1030464172363,83.2129173278809
Tundra communities,3.0,1.411,Arctic Desert and Icecap,09,1.0,117,82.0,0.041,17,83.3395576477051,-39.2395420074463
Tundra communities,163.0,1.229,Higharctic Tundra,09,2.0,226,279.0,0.041,26,74.5059394836426,85.9310989379883
Tundra communities,439.0,1.164,Canadian Tundra,09,1.0,114,1734.0,0.041,14,60.3945083618164,-64.6316604614258
Mixed island systems,1527.0,0.884,Papuan,13,5.0,501,1385.0,0.041,01,-8.64000225067139,158.008148193359
Temperate needle-leaf forests / Woodlands,522.0,1.347,Canadian Taiga,03,1.0,104,462.0,0.041,04,56.3397045135498,-79.8303489685059
Mixed island systems,889.0,1.771,Bahamas-Bermudean,13,8.0,838,704.0,0.041,38,24.4083461761475,-75.5241928100586
Tundra communities,162.0,1.083,Higharctic Tundra,09,2.0,226,278.0,0.041,26,74.5130157470703,85.3908958435059
Mixed island systems,1518.0,0.843,Lesser Sunda Islands,13,4.0,423,1304.0,0.041,23,-8.32583618164062,123.179145812988
Sub-tropical / Temperate rain forests / Woodlands,663.0,1.282,Oregonian,02,1.0,102,447.0,0.041,02,49.6435718536377,-124.388378143311
Sub-tropical / Temperate rain forests / Woodlands,818.0,0.777,Japanese Evergreen Forest,02,2.0,202,1823.0,0.042,02,30.3460178375244,130.521194458008
Mixed island systems,1226.0,1.03,Philippines,13,4.0,426,1034.0,0.042,26,3.5469434261322,125.780250549316
Mixed island systems,1291.0,0.823,Galapagos Islands,13,8.0,844,1922.0,0.042,44,-0.262490473687649,-90.7112617492676
Tundra communities,282.0,0.85,Higharctic Tundra,09,2.0,226,363.0,0.042,26,69.5196075439453,161.498123168945
Mixed island systems,1256.0,1.471,Southeastern Polynesian,13,5.0,504,667.0,0.042,04,1.86565202474594,-157.379592895508
Tundra communities,505.0,1.271,Aleutian Islands,09,1.0,112,371.0,0.042,12,57.0923156738281,-153.148529052734
Evergreen Sclerophyllous forests,728.0,0.778,Mediterranean Sclerophyll,06,2.0,217,567.0,0.042,17,40.6823539733887,24.6452474594116
Mixed island systems,1317.0,0.966,Galapagos Islands,13,8.0,844,1943.0,0.042,44,-0.817186802625656,-89.4373741149902
Mixed mountain systems,500.0,1.244,Scottish Highlands,12,2.0,231,494.0,0.043,31,57.2509117126465,-7.31279182434082
Temperate broad-leaf forests,819.0,0.947,Oriental Deciduous Forest,05,2.0,215,1824.0,0.043,15,30.042275428772,122.141750335693
Tundra communities,59.0,1.333,Arctic Desert,09,2.0,225,251.0,0.043,25,80.2767143249512,55.2156524658203
Mixed island systems,743.0,0.864,Macaronesian Islands,13,2.0,240,523.0,0.043,40,38.7160339355469,-27.2003936767578
Mixed island systems,1121.0,0.867,Philippines,13,4.0,426,1005.0,0.044,26,10.5760626792908,122.619941711426
Sub-tropical / Temperate rain forests / Woodlands,653.0,0.947,Sitkan,02,1.0,101,442.0,0.044,01,50.7326221466064,-126.381092071533
Tropical humid forests,1311.0,1.115,Madeiran,01,8.0,806,1938.0,0.044,06,-0.765168875455856,-50.9747314453125
Sub-tropical / Temperate rain forests / Woodlands,1842.0,1.04,Valdivian Forest,02,8.0,810,1490.0,0.044,10,-45.59885597229,-73.6961555480957
Tropical humid forests,1729.0,1.027,Queensland Coastal,01,6.0,601,1426.0,0.044,01,-23.6136169433594,151.154945373535
Tundra communities,481.0,0.989,Alaskan Tundra,09,1.0,113,366.0,0.045,13,58.6715488433838,-160.894546508789
Sub-tropical / Temperate rain forests / Woodlands,1887.0,1.227,Chilean Nothofagus,02,8.0,811,1532.0,0.045,11,-49.1573047637939,-75.0647583007812
Tundra communities,160.0,1.101,Arctic Desert and Icecap,09,1.0,117,129.0,0.045,17,74.6002159118652,-18.9724397659302
Sub-tropical / Temperate rain forests / Woodlands,590.0,1.12,Sitkan,02,1.0,101,428.0,0.045,01,53.5416297912598,-128.996070861816
Sub-tropical / Temperate rain forests / Woodlands,1920.0,1.383,Chilean Nothofagus,02,8.0,811,1560.0,0.045,11,-51.4382839202881,-75.1601791381836
Tundra communities,577.0,1.112,Aleutian Islands,09,1.0,112,386.0,0.046,12,54.1191005706787,-165.88858795166
Sub-tropical / Temperate rain forests / Woodlands,643.0,0.879,Sitkan,02,1.0,101,441.0,0.046,01,51.5661392211914,-128.011608123779
Sub-tropical / Temperate rain forests / Woodlands,816.0,1.086,Japanese Evergreen Forest,02,2.0,202,1821.0,0.046,02,30.5879487991333,130.96940612793
Cold-winter deserts,869.0,1.07,Anatolian-Iranian Desert,08,2.0,220,832.0,0.046,20,26.0146265029907,50.5394687652588
Tundra communities,547.0,1.895,Aleutian Islands,09,1.0,112,379.0,0.046,12,55.0733737945557,-160.037071228027
Tundra communities,424.0,1.367,Greenland Tundra,09,1.0,116,1719.0,0.046,16,60.7609004974365,-47.9488964080811
Tundra communities,459.0,1.368,Greenland Tundra,09,1.0,116,1754.0,0.046,16,59.8812255859375,-43.8760890960693
Sub-tropical / Temperate rain forests / Woodlands,548.0,1.117,Sitkan,02,1.0,101,421.0,0.046,01,55.1232223510742,-131.480270385742
Mixed island systems,1441.0,1.596,Papuan,13,5.0,501,1262.0,0.046,01,-5.65069508552551,133.01505279541
Mixed island systems,1046.0,0.92,Lesser Antillean,13,8.0,841,1850.0,0.047,41,13.9108242988586,-60.9859523773193
Mixed mountain systems,496.0,1.27,Scottish Highlands,12,2.0,231,490.0,0.047,31,57.5924377441406,-7.29724049568176
Mixed island systems,1435.0,1.086,Papuan,13,5.0,501,1369.0,0.047,01,-5.23861193656921,154.630241394043
Sub-tropical / Temperate rain forests / Woodlands,1942.0,1.547,Chilean Nothofagus,02,8.0,811,1579.0,0.047,11,-52.2354221343994,-74.1787643432617
Sub-tropical / Temperate rain forests / Woodlands,1864.0,1.323,Chilean Nothofagus,02,8.0,811,1514.0,0.047,11,-47.9369583129883,-75.0250473022461
Temperate needle-leaf forests / Woodlands,525.0,0.964,Canadian Taiga,03,1.0,104,463.0,0.047,04,56.2762317657471,-78.7928848266602
Mixed island systems,747.0,1.135,Macaronesian Islands,13,2.0,240,526.0,0.048,40,38.4732570648193,-28.2931823730469
Mixed island systems,1687.0,0.961,East Melanesian,13,5.0,507,1412.0,0.048,07,-19.4840288162231,169.343299865723
Mixed island systems,1365.0,1.031,Sumatra,13,4.0,421,1152.0,0.048,21,-2.19629800319672,99.6929092407227
Tundra communities,635.0,1.619,Aleutian Islands,09,1.0,112,403.0,0.048,12,51.7919406890869,-177.372909545898
Tundra communities,408.0,1.042,Canadian Tundra,09,1.0,114,79.0,0.048,14,61.8282203674316,-65.041015625
Mixed island systems,1293.0,0.834,Galapagos Islands,13,8.0,844,1926.0,0.048,44,-0.373459279537201,-91.5308723449707
Sub-tropical / Temperate rain forests / Woodlands,1778.0,1.127,Tasmanian,02,6.0,602,2010.0,0.048,02,-40.4038906097412,148.238151550293
Mixed island systems,1377.0,0.926,Sumatra,13,4.0,421,1153.0,0.048,21,-2.66736149787903,100.083904266357
Temperate needle-leaf forests / Woodlands,262.0,1.354,West Eurasian Taiga,03,2.0,203,175.0,0.048,03,70.167896270752,19.8675518035889
Tropical humid forests,1274.0,1.072,Madeiran,01,8.0,806,1898.0,0.048,06,0.395503982901573,-50.427225112915
Evergreen Sclerophyllous forests,757.0,1.218,Mediterranean Sclerophyll,06,2.0,217,582.0,0.049,17,37.719259262085,26.8204002380371
Temperate broad-leaf forests,651.0,0.896,Kamchatkan,05,2.0,207,656.0,0.049,07,50.7446441650391,156.328094482422
Mixed island systems,1363.0,1.18,Sulawesi (Celebes),13,4.0,424,1209.0,0.049,24,-2.22717893123627,125.973747253418
Mixed island systems,1049.0,1.128,Micronesian,13,5.0,502,986.0,0.049,02,13.4356985092163,144.7880859375
Tropical humid forests,978.0,0.928,Burman Rainforest,01,4.0,404,876.0,0.049,04,19.4135665893555,93.8063812255859
Tropical humid forests,1133.0,1.038,Indochinese Rainforest,01,4.0,405,908.0,0.049,05,10.2241468429565,103.96480178833
Sub-tropical / Temperate rain forests / Woodlands,679.0,1.876,Oregonian,02,1.0,102,455.0,0.049,02,48.1542377471924,-122.544898986816
Temperate needle-leaf forests / Woodlands,429.0,0.97,West Eurasian Taiga,03,2.0,203,1724.0,0.049,03,60.5509071350098,5.51030302047729
Temperate broad-leaf forests,488.0,1.015,Boreonemoral,05,2.0,210,532.0,0.05,10,58.1719875335693,11.6077027320862
Temperate needle-leaf forests / Woodlands,552.0,1.262,East Siberian Taiga,03,2.0,204,599.0,0.05,04,55.0000476837158,136.925605773926
Mixed mountain systems,530.0,1.318,Scottish Highlands,12,2.0,231,504.0,0.05,31,55.9634647369385,-5.88726544380188
Mixed island systems,1491.0,0.845,Lesser Sunda Islands,13,4.0,423,1291.0,0.05,23,-7.927898645401,129.721206665039
Tropical humid forests,1175.0,1.088,Guinean Rain Forest,01,3.0,301,823.0,0.05,01,7.51824474334717,-12.7411789894104
Tundra communities,44.0,1.647,Arctic Desert,09,2.0,225,242.0,0.051,25,80.5918998718262,57.6286964416504
Tundra communities,28.0,1.487,Arctic Desert,09,2.0,225,236.0,0.051,25,81.0979843139648,50.6684455871582
Mixed island systems,1542.0,0.927,Papuan,13,5.0,501,1980.0,0.051,01,-9.37028074264526,150.240348815918
Temperate broad-leaf forests,656.0,1.085,British Islands,05,2.0,208,1784.0,0.051,08,50.6719417572021,-1.32151764631271
Mixed mountain systems,402.0,1.83,Scottish Highlands,12,2.0,231,146.0,0.051,31,62.1909694671631,-6.82458090782166
Sub-tropical / Temperate rain forests / Woodlands,610.0,1.094,Sitkan,02,1.0,101,433.0,0.052,01,52.6325016021729,-129.103569030762
Temperate broad-leaf forests,260.0,1.427,Subarctic Birchwoods,05,2.0,206,174.0,0.052,06,70.3159255981445,22.6900997161865
Tropical humid forests,1272.0,0.926,Madeiran,01,8.0,806,1896.0,0.052,06,0.497481316328049,-50.170431137085
Mixed island systems,1581.0,1.499,Papuan,13,5.0,501,1396.0,0.052,01,-11.6588950157166,160.272750854492
Tundra communities,625.0,2.187,Aleutian Islands,09,1.0,112,395.0,0.052,12,52.0752353668213,-173.501068115234
Mixed island systems,1210.0,1.297,Borneo,13,4.0,425,1882.0,0.052,25,5.19985938072205,120.036499023438
Mixed island systems,1041.0,1.189,Philippines,13,4.0,426,981.0,0.052,26,14.836621761322,121.931167602539
Mixed island systems,1493.0,0.854,Papuan,13,5.0,501,1379.0,0.053,01,-7.99652981758118,157.074493408203
Mixed island systems,1028.0,0.902,Macaronesian Islands,13,2.0,240,818.0,0.053,40,16.1228699684143,-22.871301651001
Sub-tropical / Temperate rain forests / Woodlands,1885.0,1.62,Chilean Nothofagus,02,8.0,811,1528.0,0.054,11,-48.9471759796143,-75.4271278381348
Mixed island systems,1452.0,1.472,Sulawesi (Celebes),13,4.0,424,1971.0,0.054,24,-6.12625098228455,120.493999481201
Sub-tropical / Temperate rain forests / Woodlands,629.0,1.08,Sitkan,02,1.0,101,440.0,0.054,01,51.9012241363525,-128.096000671387
Sub-tropical / Temperate rain forests / Woodlands,808.0,1.034,Japanese Evergreen Forest,02,2.0,202,639.0,0.055,02,32.3680400848389,130.081985473633
Mixed island systems,1414.0,0.895,Sulawesi (Celebes),13,4.0,424,1235.0,0.055,24,-4.10901045799255,123.103294372559
Sub-tropical / Temperate rain forests / Woodlands,1903.0,1.686,Neozealandia,02,7.0,701,1661.0,0.055,01,-50.6955604553223,166.093704223633
Temperate needle-leaf forests / Woodlands,349.0,1.508,West Eurasian Taiga,03,2.0,203,196.0,0.055,03,65.3896713256836,12.2826113700867
Mixed island systems,1406.0,1.497,Papuan,13,5.0,501,1223.0,0.055,01,-3.64569509029388,128.130798339844
Evergreen Sclerophyllous forests,1737.0,1.521,Western Sclerophyll,06,6.0,604,1186.0,0.056,04,-25.8200101852417,113.068042755127
Sub-tropical / Temperate rain forests / Woodlands,1841.0,1.004,Valdivian Forest,02,8.0,810,1492.0,0.056,10,-45.5993347167969,-74.3594703674316
Mixed island systems,981.0,1.174,Greater Antillean,13,8.0,840,737.0,0.056,40,18.8330574035645,-73.048267364502
Sub-tropical / Temperate rain forests / Woodlands,1926.0,1.556,Chilean Nothofagus,02,8.0,811,1571.0,0.057,11,-51.8707218170166,-74.9145889282227
Mixed island systems,1486.0,1.073,Papuan,13,5.0,501,1377.0,0.057,01,-7.76166796684265,156.651649475098
Tundra communities,254.0,1.512,Arctic Desert and Icecap,09,1.0,117,30.0,0.057,17,70.5649185180664,-100.447982788086
Tundra communities,435.0,1.878,Alaskan Tundra,09,1.0,113,1730.0,0.057,13,60.4421615600586,-172.625335693359
Tundra communities,25.0,2.118,Arctic Desert,09,2.0,225,234.0,0.057,25,81.1767387390137,57.5409259796143
Mixed island systems,1023.0,1.117,Lesser Antillean,13,8.0,841,763.0,0.057,41,16.3562545776367,-61.2997341156006
Mixed island systems,878.0,2.877,Bahamas-Bermudean,13,8.0,838,700.0,0.057,38,25.1004810333252,-76.444450378418
Tundra communities,92.0,1.323,Arctic Desert,09,2.0,225,164.0,0.057,25,78.7118835449219,26.7031059265137
Evergreen Sclerophyllous forests,739.0,1.034,Mediterranean Sclerophyll,06,2.0,217,574.0,0.058,17,38.9762916564941,1.41151261329651
Sub-tropical / Temperate rain forests / Woodlands,1901.0,1.723,Chilean Nothofagus,02,8.0,811,1544.0,0.058,11,-50.6284828186035,-75.3025856018066
Mixed island systems,1576.0,1.416,Papuan,13,5.0,501,1400.0,0.058,01,-11.4718108177185,153.490203857422
Tundra communities,510.0,1.48,Canadian Tundra,09,1.0,114,461.0,0.058,14,56.7835845947266,-61.4972972869873
Mixed island systems,1115.0,0.966,Andaman and Nicobar Islands,13,4.0,420,901.0,0.059,20,10.7107849121094,92.4567031860352
Tundra communities,543.0,1.443,Aleutian Islands,09,1.0,112,377.0,0.059,12,55.2601661682129,-160.652824401855
Mixed island systems,1034.0,1.061,Lesser Antillean,13,8.0,841,766.0,0.059,41,15.4135336875916,-61.3717803955078
Sub-tropical / Temperate rain forests / Woodlands,1892.0,1.51,Chilean Nothofagus,02,8.0,811,1535.0,0.059,11,-49.751859664917,-75.3855667114258
Mixed island systems,1646.0,1.07,East Melanesian,13,5.0,507,1403.0,0.059,07,-16.2247295379639,168.122200012207
Sub-tropical / Temperate rain forests / Woodlands,1948.0,1.676,Chilean Nothofagus,02,8.0,811,1585.0,0.059,11,-52.555248260498,-73.8734588623047
Tundra communities,85.0,1.694,Arctic Desert,09,2.0,225,163.0,0.059,25,79.0626907348633,20.4364728927612
Mixed island systems,1511.0,0.97,Papuan,13,5.0,501,1308.0,0.059,01,-8.29562473297119,138.727699279785
Sub-tropical / Temperate rain forests / Woodlands,529.0,1.56,Sitkan,02,1.0,101,417.0,0.06,01,56.0209693908691,-133.537231445312
Mixed island systems,1713.0,1.121,New Caledonian,13,5.0,506,1422.0,0.061,06,-21.489725112915,167.978302001953
Temperate needle-leaf forests / Woodlands,263.0,1.155,West Eurasian Taiga,03,2.0,203,176.0,0.061,03,70.1362457275391,20.6114263534546
Mixed mountain systems,538.0,0.964,Scottish Highlands,12,2.0,231,508.0,0.062,31,55.573205947876,-5.23756337165833
Mixed island systems,1013.0,1.016,Macaronesian Islands,13,2.0,240,814.0,0.062,40,17.0721378326416,-25.2251052856445
Tundra communities,204.0,1.494,Higharctic Tundra,09,2.0,226,1695.0,0.062,26,73.0965805053711,119.952419281006
Tundra communities,214.0,2.59,Higharctic Tundra,09,2.0,226,346.0,0.062,26,72.852970123291,122.939617156982
Sub-tropical / Temperate rain forests / Woodlands,662.0,1.231,Sitkan,02,1.0,101,446.0,0.063,01,49.7291259765625,-126.799579620361
Mixed island systems,959.0,1.34,Hawaiian,13,5.0,503,661.0,0.063,03,21.1357479095459,-157.001052856445
Mixed island systems,1514.0,1.317,Lesser Sunda Islands,13,4.0,423,1310.0,0.063,23,-8.3704195022583,124.110149383545
Tundra communities,287.0,1.289,Arctic Archipelago,09,1.0,115,34.0,0.063,15,69.4507751464844,-96.3713150024414
Sub-tropical / Temperate rain forests / Woodlands,1913.0,1.781,Chilean Nothofagus,02,8.0,811,1558.0,0.063,11,-51.3333644866943,-74.776050567627
Tundra communities,128.0,1.648,Higharctic Tundra,09,2.0,226,318.0,0.064,26,76.5463027954102,112.350807189941
Mixed island systems,1063.0,1.519,Philippines,13,4.0,426,994.0,0.064,26,12.3890681266785,122.04190826416
Evergreen Sclerophyllous forests,733.0,1.637,Mediterranean Sclerophyll,06,2.0,217,569.0,0.064,17,39.5921115875244,19.8744602203369
Tundra communities,84.0,1.293,Arctic Desert and Icecap,09,1.0,117,111.0,0.065,17,79.1025466918945,-17.8345470428467
Mixed island systems,833.0,1.027,Macaronesian Islands,13,2.0,240,1837.0,0.065,40,28.6621837615967,-17.8557996749878
Tundra communities,233.0,1.524,Greenland Tundra,09,1.0,116,90.0,0.065,16,71.5993003845215,-53.1137256622314
Tundra communities,19.0,1.85,Arctic Desert,09,2.0,225,1667.0,0.065,25,81.3402366638184,58.9248371124268
Sub-tropical / Temperate rain forests / Woodlands,1852.0,1.596,Valdivian Forest,02,8.0,810,1499.0,0.065,10,-45.9546775817871,-74.9130783081055
